41834818	Neural Effects of Low-Frequency Acupoint Electrical Stimulation Therapy on Patients With Poststroke Motor Dysfunction: A Resting-State Functional Magnetic Resonance Imaging Study.	Arch Rehabil Res Clin Transl	2026 Mar	To investigate differences in brain functional activity between patients with poststroke motor dysfunction and healthy individuals, and to examine the effects of low-frequency acupoint electrical stimulation on brain regional homogeneity (ReHo) in patients.This was a case-control study.The study was conducted in a local tertiary hospital.Twenty-eight patients with poststroke motor dysfunction (infarcts in the right basal ganglia region; 19 men, 9 women; mean age 59.07±9.03y) were recruited to form the Treatment group (Tx). Concurrently, 20 age- and gender-matched healthy controls (HCs) were recruited (14 men and 6 women, with an average age of 57.60±8.36y).The Tx received low-frequency acupoint electrical stimulation. Scalp Acupoint Selection: motor area on the affected hemisphere. Limb Acupoint Selection: acupoints on the affected limb, forming the following pairs: Shousanli (LI10) - Waiguan (SJ5); Ximen (PC4) - Neiguan (PC6); Zusanli (ST36) - Shangjuxu (ST37); and Heyang (BL55) - Chengshan (BL57). Head: frequency 2 Hz, pulse width 100 µs, and intensity 1.5 mA. Upper limb: frequency 35 Hz, pulse width 200 µs, and intensity 40 mA. Lower limb: frequency 50 Hz, pulse width 400 µs, and intensity 40 mA. Each session lasted 30 minutes, administered once daily for 6 sessions per week over 3 weeks.The primary endpoint was the improvement from baseline in ReHo for patients with stroke at 3 weeks.Compared with HCs, patients with stroke showed increased ReHo in the bilateral parahippocampal gyrus, bilateral cerebellum, and cerebellar vermis, whereas ReHo decreased in sensorimotor network (SMN)-related brain regions (false discovery rate [FDR]-corrected, P<.05). After intervention, ReHo increased in the right SMN-related brain regions, whereas ReHo decreased in the left cerebellum and left angular gyrus (FDR-corrected, P<.05). Right precentral gyrus ReHo changes positively correlated with Fugl-Meyer Assessment improvement. Left cerebellum ReHo changes positively correlated with Modified Barthel Index improvement but negatively with National Institute of Health Stroke Scale improvement. Other regions showed no significant correlation.Abnormal synchrony between SMN and cerebellum may be a key pathologic feature in poststroke motor dysfunction. Lateralized SMN functional remodeling is a potential neural mechanism for motor recovery via low-frequency acupoint electrical stimulation.© 2025 The Authors.
41834684	Evidence of White Matter Neuroinflammation in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Diffusion-Based Neuroinflammation Imaging Study.	Hum Brain Mapp	2026 Mar	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is a debilitating disorder with suspected neuroinflammatory pathophysiology. However, previous diffusion tensor imaging (DTI) studies have reported inconsistent white matter abnormalities in ME/CFS, and specific white matter inflammatory changes remain poorly characterised. This study employed an advanced diffusion-based neuroinflammation imaging (NII) model to investigate white matter neuroinflammation in ME/CFS. Diffusion MRI data from 67 ME/CFS patients (median age, 38; and 54 women) and 67 rigorously matched healthy controls (HCs) (median age 38; and 52 women) were analysed. Seven NII-derived metrics were computed: hindered water ratio (NII-HR), restricted fraction (NII-RF), fibre fraction (NII-FF), axial diffusivity (NII-AD), radial diffusivity (NII-RD), mean diffusivity (NII-MD) and fractional anisotropy (NII-FA). Conventional DTI metrics were also calculated. Tract-based spatial statistics were used to perform voxel-wise group comparisons, and multiple regression analysis was conducted to examine the relationship between NII/DTI metrics and clinical measures of mental health, physical health, sleep quality, disability, disease severity and disease duration. Compared to HCs, ME/CFS patients exhibited widespread white matter abnormalities, including significantly lower NII-HR and NII-RF, and significantly higher NII-FF, NII-AD, NII-MD and NII-FA across association, commissural and projection fibres. Additionally, some regions showed decreased NII-AD and NII-MD in ME/CFS. Lower NII-RF, NII-AD and NII-MD in ME/CFS were significantly associated with worse mental health, while lower NII-RF was also associated with a higher level of disability. Among ME/CFS patients, higher NII-FF was associated with lower disease severity. Conventional DTI showed minimal group differences and no significant clinical associations. This study provides in vivo evidence of white matter neuroinflammation in ME/CFS, characterised by cerebral edema (reduced NII-HR), cellular infiltration (reduced NII-RF) and axonal reorganisation (increased NII-FF). This suggests NII-derived indices may serve as sensitive biomarkers for neuroinflammation in ME/CFS.© 2026 The Author(s). Human Brain Mapping published by Wiley Periodicals LLC.
41834676	Somatosensory Evoked BOLD-Signals With Ultra-High Temporal Resolution.	Hum Brain Mapp	2026 Mar	The blood oxygen level-dependent (BOLD) signal has been instrumental in characterizing brain activity. While the spatial resolution of fMRI continues to improve, relatively few methods have focused on enhancing and leveraging temporal resolution to investigate the spatiotemporal dynamics of the hemodynamic response. In this study, we applied a reordering method to achieve ultra-high temporal resolution (60 ms) in data acquired during a somatosensory stimulation paradigm. We then used a finite impulse response model (FIR) for each participant (N = 31) to preserve the temporal dynamics in the statistical analysis. At the group level, we employed an ANOVA combined with 4D nonparametric permutation testing to identify significant signal changes in time across the whole brain. Our results characterize the hemodynamic response in terms of both its temporal and spatial patterns and reveal distinct differences in response shapes within the somatosensory system. This method introduces a time-resolved approach to BOLD signal analysis, drawing inspiration from grand-average techniques commonly used in EEG research.© 2026 The Author(s). Human Brain Mapping published by Wiley Periodicals LLC.
41834446	A reference-based PET/MRI method for quantifying activation-induced changes in cerebral oxygen metabolism.	J Cereb Blood Flow Metab	2026 Mar 15	Hybrid PET/MRI can overcome the complexity of PET imaging of the cerebral metabolic rate of oxygen (CMRO2), while retaining the ability to directly measure oxygen uptake in the brain. One technique, PMROx, incorporates complementary MRI methods acquired simultaneously with [15O]O2-PET. Specifically, the MRI-based method arterial spin labelling (ASL) to image cerebral blood flow (CBF) and MR-susceptometry to measure whole-brain CMRO2. PMROx is non-invasive with imaging times around 5 min, making it feasible to image CMRO2 under different conditions in one session. This study presents the first application of PMROx to humans with the aims of evaluating its reliability and sensitivity to increased CMRO2 during functional activation (right-handed sequential finger tapping). In addition, blood-oxygen level dependent (BOLD) images were acquired to compare BOLD contrast to underlying changes in CBF and CMRO2. Across 14 participants, mean CMRO2 was 3.2 ± 0.5 mLO2/100 g/min with excellent within-session repeatability. Significant increases in CBF, CMRO2 and BOLD contrast were detected in the primary sensorimotor cortex, supplementary motor area and secondary somatosensory cortex. This study demonstrated the ability of PMROx to image CMRO2 non-invasively, its sensitivity to increased regional CMRO2 and how PET/MRI provides the opportunity to compare BOLD contrast to underlying changes in perfusion and oxygen metabolism.
41834064	A Feasibility Study of Navigating Emotional States Using Real-Time Representational Similarity Analysis fMRI Neurofeedback.	Int J Neural Syst	2026 Mar 16	Real-time functional magnetic resonance imaging neurofeedback (rt-fMRI-NF) is a promising noninvasive brain computer interface (BCI) technique for enhancing self-regulation of affective brain states. However, conventional univariate rt-fMRI-NF approaches struggle to discriminate distributed neural patterns underlying distinct emotions. This study implemented an rt-fMRI semantic neurofeedback (rt-fMRI-sNF) paradigm incorporating real-time representational similarity analysis (rt-RSA) to enable navigation among emotional states. Four emotion-specific base patterns were first derived from functional localizer runs and then used as target patterns during neurofeedback. Using an RSA-informed circular semantic map (CSM), participants received real-time visual feedback indicating both the similarity and intensity of their current brain activity relative to target patterns. Participants were instructed to use mental imagery to shift their brain activity toward the specific target pattern and enhance its intensity. Analyses of localizer data revealed overlapping regional activations across emotions and demonstrated that RSA reliably distinguished between emotional states. Group-level mixed-effects modeling of neurofeedback performance indicated significant within-run improvements and higher initial performance in the second run. Together, these results demonstrate the methodological feasibility of an RSA-informed rt-fMRI-NF framework for multivariate brain-state modulation and establish a foundation for future studies examining its transferability and clinical relevance.
41833890	Portraits and Memory: Investigating HF-rTMS Effects on Episodic Recall through a Sham-Controlled fMRI Study.	Neuroimage	2026 Mar 13	The dorsolateral prefrontal cortex (DLPFC) is implicated in cognitive control and memory processes, but its causal role in episodic retrieval, especially for complex abstract stimuli, remains unclear. This study examined whether high-frequency repetitive transcranial magnetic stimulation (HF-rTMS) over the left DLPFC modulates memory performance and associated brain activation patterns.In a within-subject, sham-controlled fMRI design, 20 healthy female participants viewed and encoded abstract portrait images. Following a single session of active or sham HF-rTMS, they completed a recognition memory task during scanning. Behavioral measures (reaction times, accuracy) were recorded, and whole-brain and region-of-interest (ROI) analyses assessed activation differences related to stimulation and stimulus type (seen vs. unseen).Seen portraits elicited faster responses overall. However, active HF-rTMS reduced accuracy specifically for seen stimuli, indicating a speed-accuracy trade-off. fMRI analyses revealed a significant interaction between stimulation and stimulus type: active HF-rTMS increased BOLD activity in the left hippocampus (notably the dentate gyrus and subiculum) and right calcarine cortex during recognition of seen stimuli. No comparable effects were observed for unseen images.A single session of HF-rTMS over the left DLPFC selectively altered the neural dynamics of episodic memory retrieval for abstract portrait stimuli. Although behavioral performance did not improve-and showed reduced accuracy for previously seen items-stimulation elicited increased activation in hippocampal subregions and early visual cortex during successful retrieval. These findings demonstrate that prefrontal neuromodulation can reshape hippocampal-visual network engagement during episodic recall without concomitant behavioral enhancement, highlighting not only the needed engagement of the left DLPFC, but also the potential dissociation between neural recruitment and memory accuracy when processing complex abstract stimuli.Copyright © 2026. Published by Elsevier Inc.
41833887	Biological validity, test-retest reliability, and behavioral relevance of the single-subject brain volumetric similarity network.	Neuroimage	2026 Mar 13	The T1-weighted brain magnetic resonance imaging (MRI)-based volumetric similarity network (VSN) offers an advantage in clinical settings due to its ease of acquisition and widespread availability. However, its validity, reliability, and behavioral relevance remain unclear. The present study aimed to assess the reproducibility and utility of the VSN as a foundation for future research and clinical applications. Here, we analyzed three datasets (total N = 354), with two datasets having repeated MR runs (Dataset 1: n = 86; Dataset 2: n = 49) and two having an attention measure (Datasets 1 and 3: n = 219). For each run and participant, the VSN was generated using interregional morphological similarity metrics. We examined whether the VSN reflects the brain's cytoarchitecture and assessed its test-retest reliability by using connectome fingerprints in Datasets 1 and 2. We also examined the VSN's behavioral relevance and further tested its predictive utility using connectome-based predictive modeling in Datasets 1 and 3. The VSN defined using the z-transformed interregional correlation showed significant spatial similarity with the cytoarchitectonic covariance network (rhos = 0.23 and 0.22 in Datasets 1 and 2, respectively; p < 0.01). The VSN also yielded high test-retest reliability, demonstrated by high identification accuracy (91% and 100% in Datasets 1 and 2, respectively). However, unlike the functional connectome (r > 0.31, p < 0.01), VSNs did not reliably predict individual differences in attention (r < 0.1, p > 0.3). This study demonstrates the biological validity and high reliability of the VSN to support brain fingerprinting of individual subjects, but not individual differences in attention.Copyright © 2026. Published by Elsevier Inc.
41833849	Associations Between Infant Brain Structure and Function Assessed Using Magnetic Resonance Imaging and Parent-Reported Negative Affectivity in the First Two Years of Life: A Narrative Review.	Neurosci Biobehav Rev	2026 Mar 13	Negative affectivity (NA), the tendency to experience negative emotions, is a robust predictor of later psychiatric disorders. Infancy is a period marked by rapid maturation in emotional functioning as well as brain structure and function. Thus, characterizing associations between brain structure and function and NA could yield important insights into the etiology of mental health difficulties. This narrative review synthesizes findings on associations between brain structure and function assessed using magnetic resonance imaging (MRI) and parent-reported NA in the first two years of life. Three key takeaways emerged. First, amygdala volume and white matter integrity was negatively associated with NA. Amygdala functional connectivity was also found to be associated with NA, though the direction of associations varied by networks examined. Second, associations between default mode (DMN) intra- and inter-network connectivity and NA varied based on the specific networks examined and developmental timepoint of assessment. Third, orbitofrontal cortex (OFC) functional connectivity and perfusion were negatively associated with NA, while medial and lateral OFC white matter integrity were predominantly positively associated with NA. Most reported associations had small effect sizes. Further, small sample size for most studies, and heterogeneity in both the MRI data processing and analyses, limit confidence in the results. Future research would benefit from robust infant MRI processing pipelines, larger collaborative datasets, extended longitudinal designs beyond 12 months, examination of genetic and prenatal factors influencing regional brain and emotional development, comprehensive statistical reporting, and integrating parent-report and observational temperament measures to better characterize early neurodevelopmental pathways to psychopathology risk.Copyright © 2026. Published by Elsevier Ltd.
41833818	Income Instability During Pregnancy Prospectively Relates to Postpartum Brain Function for Parent-Infant Bonding.	Biol Psychiatry Cogn Neurosci Neuroimaging	2026 Mar 13	Pregnancy represents a critical period of neuroplasticity when environmental stressors can disrupt the neurobiological foundations of parent-infant bonding, with lasting consequences for perinatal mental health. While chronic poverty has been linked to adverse parenting outcomes, the specific impact of income instability during pregnancy on parental brain adaptation remains unknown.We examined whether prenatal income changes prospectively influence neurobiological responses to infant distress cues among birthing individuals (n = 120) in the early postpartum period. Monthly income data across pregnancy were used to compute income-to-needs ratio (INR), income losses, and income gains. Participants underwent fMRI while listening to their own and a control infant's cry and matched white noise.Income losses during pregnancy were associated with dampened brain responses to infant cry across motor, auditory, and empathy-related cortices, a pattern consistent with impaired caregiving sensitivity and known risk factors for postpartum depression. These neurobiological alterations were paralleled by elevated prenatal depression and anxiety symptoms. In contrast, income gains were associated with greater activation to one's own infant's cry in prefrontal regions involved in cognitive empathy and emotion regulation, and were linked to stronger postnatal attachment bonds.These findings suggest that prenatal income instability is associated with variation in postpartum brain responses within circuits relevant to caregiving and parent-infant bonding. The associations between prenatal income loss and prenatal mood symptoms also suggest that screening for economic instability during routine prenatal care may help identify families who could benefit from additional supports, including mental health resources.Copyright © 2026. Published by Elsevier Inc.
41833812	Dimensional Associations Between Conduct Problems and Brain Structure Across 18 International Cohorts in ENIGMA.	J Am Acad Child Adolesc Psychiatry	2026 Mar 13	Although conduct problems (CPs) are continuously distributed, little is known about how dimensional measures of CPs map onto brain structure. We therefore used the largest sample assembled to date to comprehensively assess associations between dimensionally-measured CPs and brain structure.T1-weighted structural brain MRI scans from 14,160 youths (5-21 years, 37.6% female) across 18 international case-control, community-, and population-based cohorts were pre-processed using ENIGMA-standardized protocols. Regression models examined associations between CPs and cortical thickness, surface area, and subcortical volumes, adjusting for age, sex, and intracranial volume. We also investigated moderation by sex, age, and callous-unemotional traits.We observed widespread but small (beta: -0.02 to -0.07) negative associations between CPs and surface area (total surface area, 23/34 regions), cortical thickness (average thickness, 15/34 regions), and amygdalar and hippocampal volumes. Sex was a key moderator, with many surface area associations limited to boys, and some thickness associations limited to girls. Some associations were stronger in younger children and at lower levels of callous-unemotional traits. The impact of adjusting for IQ and other psychopathology varied by outcome (e.g., most surface area findings survived IQ adjustment whereas cortical thickness associations did not).CPs were associated with subtle, yet widespread, alterations in brain structure. Findings overlapped with differences observed in categorically-measured conduct disorder, but novel associations with cortical thickness were identified. This provides further evidence that neuroanatomical differences are not limited to youths with clinically-elevated CPs. Our findings have potential implications for neurocognitive models of CPs as they extend beyond the regions highlighted in these models.Copyright © 2026. Published by Elsevier Inc.
